@relation  saggedV+AngleChange+NegSeq

@attribute v_sag_1 numeric
@attribute delta_v numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_2 numeric
@attribute class {ground, line, phase, nofault}
@data
0.9083, 0.0316, 0.0706, 0.0086, ground
0.9052, 0.0316, 0.0946, 0.0032, ground
0.909, 0.0316, 0.0684, 0.0089, ground
0.909, 0.0316, 0.0684, 0.0088, ground
0.9137, 0.0316, 0.049, 0.0253, ground
0.9084, 0.0315, 0.0704, 0.0117, ground
0.9084, 0.0315, 0.0705, 0.0117, ground
0.9409, 0.0315, 0.0067, 0.0005, phase
0.9408, 0.0314, 0.0073, 0.0, phase
0.9144, 0.0314, 0.0484, 0.026, ground
0.9123, 0.0313, 0.0594, 0.0098, ground
0.9123, 0.0313, 0.0594, 0.0097, ground
0.9102, 0.0313, 0.0686, 0.0033, ground
0.9103, 0.0313, 0.069, 0.0025, ground
0.9144, 0.0313, 0.049, 0.0246, ground
0.9074, 0.0313, 0.1026, 0.0012, ground
0.9074, 0.0313, 0.1026, 0.0013, ground
0.9131, 0.0312, 0.062, 0.0006, ground
0.9077, 0.0312, 0.0786, 0.0063, ground
0.9077, 0.0312, 0.0786, 0.0063, ground
0.91, 0.0311, 0.0677, 0.0111, ground
0.91, 0.0311, 0.0677, 0.0112, ground
0.91, 0.0311, 0.0677, 0.0112, ground
0.91, 0.0311, 0.0678, 0.0111, ground
0.9067, 0.0311, 0.0911, 0.0029, ground
0.9068, 0.0311, 0.091, 0.003, ground
0.9068, 0.0311, 0.091, 0.0028, ground
0.9068, 0.0311, 0.091, 0.0029, ground
0.9097, 0.031, 0.0701, 0.0096, ground
0.9134, 0.031, 0.0571, 0.0123, ground
0.9138, 0.031, 0.0597, 0.0037, ground
0.9138, 0.0309, 0.0564, 0.0128, ground
0.9103, 0.0309, 0.0694, 0.0095, ground
0.9111, 0.0306, 0.0707, 0.0051, ground
0.9084, 0.0306, 0.0893, 0.0063, ground
0.9112, 0.0305, 0.0705, 0.0056, ground
0.9085, 0.0305, 0.0891, 0.0065, ground
0.9127, 0.0305, 0.0601, 0.0222, ground
0.9112, 0.0305, 0.0706, 0.0055, ground
0.9113, 0.0305, 0.0704, 0.0054, ground
0.9128, 0.0305, 0.06, 0.0221, ground
0.9454, 0.0305, 0.0007, 0.0043, phase
0.9453, 0.0304, 0.0006, 0.005, phase
0.916, 0.0304, 0.0509, 0.0202, ground
0.9174, 0.03, 0.0481, 0.0232, ground
0.919, 0.0299, 0.0431, 0.0324, ground
0.9127, 0.0298, 0.0697, 0.0093, ground
0.9134, 0.0298, 0.0682, 0.0056, ground
0.9134, 0.0298, 0.0682, 0.0055, ground
0.9109, 0.0297, 0.0874, 0.0024, ground
0.9109, 0.0297, 0.0873, 0.0024, ground
0.9121, 0.0297, 0.0744, 0.0079, ground
0.9121, 0.0297, 0.0745, 0.0079, ground
0.9157, 0.0297, 0.0568, 0.0196, ground
0.9157, 0.0297, 0.0569, 0.0195, ground
0.9142, 0.0296, 0.0682, 0.0024, ground
0.9143, 0.0296, 0.0683, 0.0024, ground
0.9152, 0.0296, 0.0606, 0.0136, ground
0.9153, 0.0296, 0.0604, 0.0137, ground
0.9153, 0.0296, 0.0604, 0.0136, ground
0.9115, 0.0295, 0.0847, 0.0052, ground
0.9115, 0.0295, 0.0846, 0.0053, ground
0.9116, 0.0295, 0.0845, 0.0053, ground
0.9157, 0.0295, 0.0647, 0.0017, ground
0.9117, 0.0295, 0.0844, 0.0053, ground
0.9157, 0.0295, 0.0647, 0.0016, ground
0.9155, 0.0293, 0.066, 0.0026, ground
0.921, 0.0293, 0.0404, 0.0359, ground
0.9155, 0.0293, 0.066, 0.0026, ground
0.9476, 0.0292, 0.001, 0.0035, phase
0.9476, 0.0292, 0.001, 0.0034, phase
0.915, 0.0291, 0.0694, 0.0026, ground
0.9151, 0.0291, 0.0695, 0.0026, ground
0.9147, 0.0291, 0.0726, 0.0002, ground
0.9148, 0.029, 0.0726, 0.0002, ground
0.9168, 0.029, 0.0642, 0.0027, ground
0.9175, 0.0289, 0.0571, 0.0172, ground
0.918, 0.0289, 0.0619, 0.0008, ground
0.918, 0.0289, 0.0618, 0.0007, ground
0.9176, 0.0289, 0.057, 0.0172, ground
0.9172, 0.0288, 0.0642, 0.002, ground
0.9175, 0.0288, 0.0626, 0.0033, ground
0.9175, 0.0288, 0.0626, 0.0034, ground
0.9182, 0.0288, 0.0558, 0.0167, ground
0.9182, 0.0288, 0.0558, 0.0168, ground
0.9178, 0.0287, 0.0595, 0.0111, ground
0.9178, 0.0287, 0.0595, 0.0111, ground
0.9178, 0.0287, 0.0595, 0.0111, ground
0.9185, 0.0287, 0.0606, 0.003, ground
0.9186, 0.0286, 0.0607, 0.0029, ground
0.9142, 0.0286, 0.0824, 0.0048, ground
0.9143, 0.0286, 0.0823, 0.0048, ground
0.9194, 0.0285, 0.0591, 0.0025, ground
0.9194, 0.0285, 0.0591, 0.0025, ground
0.9194, 0.0285, 0.0591, 0.0025, ground
0.9194, 0.0285, 0.0591, 0.0025, ground
0.9168, 0.0285, 0.0679, 0.0041, ground
0.9168, 0.0285, 0.0679, 0.0041, ground
0.9187, 0.0284, 0.0629, 0.0002, ground
0.9188, 0.0284, 0.0626, 0.0004, ground
0.9168, 0.0284, 0.068, 0.004, ground
0.9169, 0.0284, 0.0679, 0.004, ground
0.9211, 0.0284, 0.0511, 0.0116, ground
0.9211, 0.0284, 0.0511, 0.0116, ground
0.919, 0.0283, 0.0596, 0.007, ground
0.9192, 0.0283, 0.0598, 0.0063, ground
0.9199, 0.0282, 0.059, 0.004, ground
0.9199, 0.0282, 0.059, 0.0041, ground
0.9208, 0.0281, 0.054, 0.0105, ground
0.9203, 0.0281, 0.0544, 0.0138, ground
0.9203, 0.0281, 0.0544, 0.0139, ground
0.9209, 0.0281, 0.0539, 0.0104, ground
0.9199, 0.0281, 0.0557, 0.0146, ground
0.92, 0.0281, 0.0555, 0.0148, ground
0.9498, 0.0279, 0.0009, 0.0039, phase
0.9213, 0.0278, 0.0531, 0.0142, ground
0.9213, 0.0278, 0.0531, 0.0143, ground
0.9222, 0.0278, 0.0508, 0.0134, ground
0.9222, 0.0278, 0.0509, 0.0133, ground
0.9222, 0.0278, 0.0509, 0.0133, ground
0.9222, 0.0278, 0.0509, 0.0133, ground
0.9236, 0.0277, 0.0465, 0.0172, ground
0.9229, 0.0276, 0.0486, 0.0174, ground
0.9238, 0.0276, 0.0464, 0.0172, ground
0.923, 0.0276, 0.0486, 0.0174, ground
0.9209, 0.0276, 0.0611, 0.0017, ground
0.921, 0.0276, 0.0611, 0.0018, ground
0.921, 0.0276, 0.0611, 0.0017, ground
0.9176, 0.0276, 0.0766, 0.002, ground
0.921, 0.0275, 0.061, 0.0017, ground
0.9177, 0.0275, 0.0765, 0.0021, ground
0.9505, 0.0275, 0.0009, 0.0041, phase
0.9239, 0.0274, 0.0485, 0.0133, ground
0.9239, 0.0274, 0.0484, 0.0133, ground
0.9219, 0.0273, 0.0542, 0.0166, ground
0.9219, 0.0273, 0.0543, 0.0165, ground
0.9498, 0.0273, 0.0042, 0.0002, phase
0.9498, 0.0273, 0.0043, 0.0002, phase
0.922, 0.0273, 0.0586, 0.004, ground
0.922, 0.0273, 0.0585, 0.0041, ground
0.922, 0.0273, 0.0543, 0.0164, ground
0.922, 0.0273, 0.0543, 0.0164, ground
0.9188, 0.0272, 0.0754, 0.0023, ground
0.9188, 0.0271, 0.0755, 0.0022, ground
0.9189, 0.0271, 0.0754, 0.0023, ground
0.9189, 0.0271, 0.0753, 0.0023, ground
0.9225, 0.0271, 0.0536, 0.0171, ground
0.9234, 0.0271, 0.0516, 0.0141, ground
0.9235, 0.0271, 0.0516, 0.0142, ground
0.9245, 0.027, 0.048, 0.0186, ground
0.9402, 0.0269, 0.0058, 0.0533, line
0.9267, 0.0269, 0.0415, 0.0206, ground
0.9236, 0.0269, 0.055, 0.0074, ground
0.9236, 0.0268, 0.055, 0.0072, ground
0.9268, 0.0268, 0.0415, 0.0207, ground
0.923, 0.0268, 0.0595, 0.0029, ground
0.923, 0.0268, 0.0595, 0.0028, ground
0.923, 0.0268, 0.0595, 0.0028, ground
0.923, 0.0268, 0.0594, 0.0028, ground
0.924, 0.0268, 0.0573, 0.0006, ground
0.9255, 0.0267, 0.0464, 0.02, ground
0.9225, 0.0266, 0.062, 0.0044, ground
0.941, 0.0266, 0.0053, 0.0529, line
0.9236, 0.0265, 0.0583, 0.0059, ground
0.9237, 0.0264, 0.0582, 0.006, ground
0.9244, 0.0263, 0.056, 0.0084, ground
0.9281, 0.0263, 0.0405, 0.0239, ground
0.9244, 0.0263, 0.0562, 0.0083, ground
0.9282, 0.0262, 0.0406, 0.0238, ground
0.926, 0.0261, 0.0527, 0.008, ground
0.926, 0.0261, 0.0526, 0.0081, ground
0.9255, 0.026, 0.057, 0.0022, ground
0.9256, 0.026, 0.0568, 0.0022, ground
0.9293, 0.0259, 0.0396, 0.021, ground
0.9294, 0.0259, 0.0396, 0.0211, ground
0.9529, 0.0256, 0.0041, 0.0002, phase
0.9275, 0.0255, 0.0528, 0.0051, ground
0.9275, 0.0255, 0.0528, 0.005, ground
0.9353, 0.0254, 0.0247, 0.0429, ground
0.9286, 0.0253, 0.0492, 0.0099, ground
0.9537, 0.0251, 0.0042, 0.0001, phase
0.9294, 0.025, 0.0483, 0.0102, ground
0.9366, 0.025, 0.0235, 0.042, ground
0.9292, 0.0249, 0.0512, 0.0052, ground
0.9293, 0.0249, 0.0512, 0.0052, ground
0.9295, 0.0248, 0.0511, 0.0052, ground
0.9295, 0.0248, 0.0511, 0.0051, ground
0.9531, 0.0247, 0.0051, 0.0024, phase
0.9532, 0.0247, 0.0051, 0.0023, phase
0.9316, 0.0245, 0.0467, 0.0052, ground
0.9316, 0.0245, 0.0467, 0.0051, ground
0.9311, 0.0242, 0.0477, 0.0111, ground
0.9545, 0.0242, 0.0049, 0.001, phase
0.9312, 0.0242, 0.0478, 0.0109, ground
0.9546, 0.0242, 0.0048, 0.001, phase
0.9303, 0.0242, 0.0532, 0.0047, ground
0.9292, 0.0242, 0.0593, 0.0002, ground
0.9311, 0.0242, 0.0505, 0.0052, ground
0.9311, 0.0242, 0.0504, 0.0052, ground
0.9293, 0.0242, 0.0593, 0.0002, ground
0.9312, 0.0242, 0.0504, 0.0053, ground
0.9312, 0.0242, 0.0504, 0.0053, ground
0.9298, 0.0241, 0.0575, 0.0002, ground
0.9298, 0.0241, 0.0575, 0.0003, ground
0.955, 0.0241, 0.0048, 0.0004, phase
0.955, 0.0241, 0.0048, 0.0004, phase
0.9565, 0.024, 0.0015, 0.0028, phase
0.9565, 0.024, 0.0014, 0.0028, phase
0.9483, 0.024, 0.0016, 0.0483, line
0.9552, 0.024, 0.0045, 0.0008, phase
0.9437, 0.024, 0.0115, 0.0421, line
0.9552, 0.024, 0.0046, 0.0008, phase
0.9567, 0.024, 0.0016, 0.0025, phase
0.9352, 0.0239, 0.0354, 0.0198, ground
0.9435, 0.0239, 0.0123, 0.0414, line
0.9568, 0.0239, 0.0014, 0.0025, phase
0.9422, 0.0238, 0.016, 0.0388, line
0.9422, 0.0238, 0.016, 0.0388, line
0.931, 0.0238, 0.0555, 0.0013, ground
0.9311, 0.0237, 0.0555, 0.0013, ground
0.9311, 0.0237, 0.0532, 0.0075, ground
0.9311, 0.0237, 0.0533, 0.0074, ground
0.9333, 0.0236, 0.0449, 0.0117, ground
0.9334, 0.0235, 0.0454, 0.011, ground
0.9335, 0.0235, 0.0454, 0.0109, ground
0.9369, 0.0235, 0.0314, 0.0319, ground
0.9343, 0.0235, 0.0415, 0.0167, ground
0.9333, 0.0235, 0.0479, 0.0058, ground
0.9334, 0.0235, 0.0479, 0.0058, ground
0.9338, 0.0235, 0.0445, 0.0116, ground
0.9327, 0.0234, 0.0522, 0.0026, ground
0.9327, 0.0234, 0.0523, 0.0021, ground
0.9315, 0.0233, 0.055, 0.0075, ground
0.9316, 0.0233, 0.055, 0.0074, ground
0.934, 0.0233, 0.0489, 0.0012, ground
0.9341, 0.0233, 0.0489, 0.0012, ground
0.936, 0.0233, 0.0381, 0.0152, ground
0.936, 0.0233, 0.0381, 0.0152, ground
0.9481, 0.0233, 0.0053, 0.0456, line
0.935, 0.0232, 0.0411, 0.017, ground
0.9328, 0.0232, 0.0522, 0.0046, ground
0.935, 0.0232, 0.0411, 0.017, ground
0.9328, 0.0232, 0.0523, 0.0046, ground
0.9334, 0.023, 0.0523, 0.0022, ground
0.9335, 0.023, 0.0523, 0.0021, ground
0.9337, 0.023, 0.051, 0.0033, ground
0.9338, 0.023, 0.051, 0.0032, ground
0.935, 0.0229, 0.0454, 0.0082, ground
0.9351, 0.0229, 0.0453, 0.0082, ground
0.9373, 0.0228, 0.0379, 0.0124, ground
0.938, 0.0228, 0.035, 0.0161, ground
0.938, 0.0228, 0.035, 0.0161, ground
0.9359, 0.0228, 0.0474, 0.0002, ground
0.9359, 0.0228, 0.0466, 0.0012, ground
0.936, 0.0228, 0.0466, 0.0012, ground
0.9357, 0.0227, 0.0476, 0.0012, ground
0.9357, 0.0227, 0.0475, 0.0013, ground
0.936, 0.0227, 0.0473, 0.0001, ground
0.9357, 0.0227, 0.0476, 0.0013, ground
0.9357, 0.0227, 0.0476, 0.0012, ground
0.9376, 0.0227, 0.0379, 0.0122, ground
0.938, 0.0226, 0.0379, 0.0109, ground
0.9372, 0.0226, 0.0375, 0.0206, ground
0.938, 0.0226, 0.0378, 0.011, ground
0.9591, 0.0226, 0.0, 0.0055, phase
0.9344, 0.0226, 0.0526, 0.0014, ground
0.938, 0.0226, 0.038, 0.0108, ground
0.9381, 0.0226, 0.0379, 0.0108, ground
0.9339, 0.0226, 0.0558, 0.0004, ground
0.9339, 0.0226, 0.0558, 0.0005, ground
0.9346, 0.0226, 0.0523, 0.0015, ground
0.9341, 0.0225, 0.0556, 0.0006, ground
0.9342, 0.0225, 0.0555, 0.0007, ground
0.9414, 0.0224, 0.0262, 0.0371, ground
0.9378, 0.0224, 0.0405, 0.0088, ground
0.9597, 0.0224, 0.0004, 0.0042, phase
0.9346, 0.0224, 0.0524, 0.0061, ground
0.9346, 0.0223, 0.0524, 0.006, ground
0.9346, 0.0223, 0.0523, 0.0061, ground
0.9346, 0.0223, 0.0523, 0.0061, ground
0.9598, 0.0223, 0.0004, 0.004, phase
0.9362, 0.022, 0.0499, 0.0034, ground
0.9363, 0.022, 0.0499, 0.0032, ground
0.9365, 0.0219, 0.0504, 0.0017, ground
0.9383, 0.0219, 0.0424, 0.0085, ground
0.9384, 0.0218, 0.0422, 0.0086, ground
0.9384, 0.0218, 0.0424, 0.0082, ground
0.9385, 0.0218, 0.0423, 0.0082, ground
0.9369, 0.0216, 0.0507, 0.0037, ground
0.9369, 0.0216, 0.0506, 0.0037, ground
0.9391, 0.0216, 0.0439, 0.0029, ground
0.9391, 0.0216, 0.0438, 0.003, ground
0.9391, 0.0216, 0.0438, 0.0032, ground
0.9392, 0.0216, 0.0436, 0.0032, ground
0.9398, 0.0215, 0.0389, 0.0114, ground
0.9398, 0.0215, 0.0388, 0.0115, ground
0.9379, 0.0215, 0.0475, 0.0049, ground
0.9379, 0.0215, 0.0476, 0.0049, ground
0.9407, 0.0215, 0.039, 0.0056, ground
0.9392, 0.0215, 0.0408, 0.0122, ground
0.9392, 0.0215, 0.0408, 0.0121, ground
0.9391, 0.0214, 0.0441, 0.0046, ground
0.9391, 0.0214, 0.0442, 0.0045, ground
0.9391, 0.0214, 0.0444, 0.0042, ground
0.9391, 0.0214, 0.0444, 0.0042, ground
0.9403, 0.0213, 0.0407, 0.0066, ground
0.9403, 0.0213, 0.0409, 0.0065, ground
0.9403, 0.0213, 0.0407, 0.0066, ground
0.9595, 0.0212, 0.0044, 0.003, nofault
0.9411, 0.0212, 0.0372, 0.0129, ground
0.9404, 0.0211, 0.0422, 0.0046, ground
0.9404, 0.0211, 0.0421, 0.0047, ground
0.9422, 0.0211, 0.0319, 0.0225, ground
0.9423, 0.0211, 0.0319, 0.0225, ground
0.9423, 0.0211, 0.0319, 0.0224, ground
0.9423, 0.0211, 0.0319, 0.0224, ground
0.9413, 0.0211, 0.0366, 0.0135, ground
0.9424, 0.021, 0.0319, 0.0223, ground
0.9424, 0.021, 0.032, 0.0224, ground
0.9427, 0.021, 0.033, 0.0146, ground
0.9427, 0.021, 0.033, 0.0147, ground
0.9427, 0.021, 0.033, 0.0147, ground
0.9427, 0.021, 0.033, 0.0146, ground
0.9425, 0.0208, 0.0375, 0.0057, ground
0.9426, 0.0208, 0.0374, 0.0057, ground
0.9425, 0.0208, 0.0375, 0.0058, ground
0.9426, 0.0208, 0.0374, 0.0057, ground
0.9416, 0.0208, 0.0384, 0.0108, ground
0.9416, 0.0208, 0.0384, 0.0107, ground
0.9416, 0.0208, 0.0384, 0.0108, ground
0.9416, 0.0208, 0.0383, 0.0108, ground
0.9407, 0.0207, 0.0462, 0.0003, ground
0.9406, 0.0207, 0.0463, 0.0002, ground
0.9421, 0.0207, 0.0367, 0.0155, ground
0.9421, 0.0207, 0.0367, 0.0155, ground
0.9428, 0.0206, 0.0375, 0.0071, ground
0.9428, 0.0206, 0.0374, 0.0071, ground
0.9403, 0.0206, 0.048, 0.0012, ground
0.9404, 0.0206, 0.0478, 0.0012, ground
0.9454, 0.0205, 0.0279, 0.018, ground
0.9455, 0.0204, 0.0278, 0.018, ground
0.9429, 0.0204, 0.0381, 0.0085, ground
0.9429, 0.0204, 0.0379, 0.0086, ground
0.9418, 0.0204, 0.0423, 0.0066, ground
0.9418, 0.0204, 0.0423, 0.0065, ground
0.9429, 0.0204, 0.0379, 0.0086, ground
0.943, 0.0204, 0.0378, 0.0087, ground
0.9437, 0.0204, 0.033, 0.0187, ground
0.943, 0.0202, 0.0385, 0.01, ground
0.9452, 0.0201, 0.0309, 0.0149, ground
0.9431, 0.0201, 0.0384, 0.0101, ground
0.9442, 0.0201, 0.0363, 0.007, ground
0.9443, 0.0201, 0.0363, 0.0069, ground
0.9442, 0.0201, 0.0364, 0.0069, ground
0.9442, 0.0201, 0.0364, 0.0069, ground
0.9634, 0.0201, 0.0002, 0.0053, phase
0.9433, 0.02, 0.0382, 0.0118, ground
0.9433, 0.02, 0.0383, 0.0118, ground
0.9438, 0.0199, 0.0398, 0.0045, ground
0.9436, 0.0199, 0.0423, 0.0004, ground
0.9452, 0.0199, 0.0312, 0.0202, ground
0.9435, 0.0199, 0.0425, 0.0005, ground
0.9438, 0.0199, 0.0398, 0.0045, ground
0.9436, 0.0199, 0.0422, 0.0004, ground
0.9438, 0.0199, 0.0399, 0.0044, ground
0.9438, 0.0199, 0.0398, 0.0044, ground
0.9437, 0.0199, 0.0421, 0.0005, ground
0.9628, 0.0198, 0.0041, 0.0007, phase
0.9629, 0.0198, 0.0039, 0.0009, phase
0.9465, 0.0198, 0.0293, 0.0164, ground
0.9444, 0.0197, 0.037, 0.0099, ground
0.9469, 0.0197, 0.0277, 0.0187, ground
0.947, 0.0197, 0.0277, 0.0186, ground
0.9465, 0.0197, 0.03, 0.0138, ground
0.9466, 0.0197, 0.0299, 0.014, ground
0.9466, 0.0197, 0.0299, 0.014, ground
0.9445, 0.0197, 0.0412, 0.0002, ground
0.9443, 0.0197, 0.0414, 0.0008, ground
0.9443, 0.0197, 0.0413, 0.001, ground
0.9446, 0.0196, 0.0409, 0.0005, ground
0.9451, 0.0196, 0.0365, 0.0087, ground
0.9451, 0.0196, 0.0353, 0.0124, ground
0.9451, 0.0196, 0.0365, 0.0086, ground
0.947, 0.0195, 0.0302, 0.012, ground
0.9472, 0.0195, 0.03, 0.0122, ground
0.9472, 0.0195, 0.0301, 0.0119, ground
0.9473, 0.0195, 0.0299, 0.0121, ground
0.9434, 0.0194, 0.0446, 0.0049, ground
0.9434, 0.0194, 0.0446, 0.0048, ground
0.9435, 0.0194, 0.0446, 0.0048, ground
0.9435, 0.0194, 0.0446, 0.0048, ground
0.9654, 0.0194, 0.0006, 0.0019, phase
0.9654, 0.0194, 0.0006, 0.0018, phase
0.9654, 0.0194, 0.0006, 0.0019, phase
0.9654, 0.0194, 0.0007, 0.0019, phase
0.9449, 0.0194, 0.0406, 0.0034, ground
0.9449, 0.0193, 0.0406, 0.0033, ground
0.945, 0.0193, 0.0406, 0.0029, ground
0.9635, 0.0193, 0.0042, 0.001, phase
0.9454, 0.0193, 0.0397, 0.003, ground
0.9454, 0.0193, 0.0397, 0.003, ground
0.9451, 0.0193, 0.0405, 0.0031, ground
0.9635, 0.0193, 0.0045, 0.0007, phase
0.9462, 0.0192, 0.0349, 0.0112, ground
0.9462, 0.0192, 0.0349, 0.0112, ground
0.9461, 0.0192, 0.0366, 0.0071, ground
0.9473, 0.0192, 0.03, 0.0188, ground
0.9454, 0.0191, 0.0392, 0.0061, ground
0.9454, 0.0191, 0.0392, 0.0062, ground
0.9462, 0.0191, 0.0367, 0.0067, ground
0.9453, 0.0191, 0.0417, 0.0022, ground
0.9466, 0.0191, 0.0338, 0.0124, ground
0.9454, 0.0191, 0.0414, 0.0026, ground
0.9463, 0.0191, 0.0372, 0.0055, ground
0.9468, 0.0191, 0.0335, 0.0129, ground
0.9639, 0.0191, 0.0042, 0.0011, phase
0.9464, 0.0191, 0.0372, 0.0055, ground
0.9583, 0.0191, 0.0047, 0.0246, nofault
0.9641, 0.019, 0.0041, 0.0008, phase
0.9641, 0.019, 0.004, 0.0011, phase
0.9473, 0.019, 0.0315, 0.0163, ground
0.9467, 0.019, 0.0356, 0.0087, ground
0.9467, 0.019, 0.0357, 0.0086, ground
0.9468, 0.019, 0.0353, 0.0087, ground
0.9468, 0.0189, 0.0353, 0.0088, ground
0.9652, 0.0189, 0.002, 0.0022, phase
0.9468, 0.0189, 0.0356, 0.0086, ground
0.9471, 0.0189, 0.0384, 0.0002, ground
0.9468, 0.0189, 0.0355, 0.0086, ground
0.9472, 0.0189, 0.0383, 0.0002, ground
0.9653, 0.0189, 0.002, 0.0022, phase
0.9461, 0.0189, 0.0393, 0.0051, ground
0.9462, 0.0189, 0.0392, 0.0051, ground
0.9649, 0.0189, 0.0035, 0.0003, phase
0.9462, 0.0189, 0.0393, 0.005, ground
0.965, 0.0189, 0.0035, 0.0004, phase
0.965, 0.0188, 0.0035, 0.0003, phase
0.9462, 0.0188, 0.0392, 0.0051, ground
0.965, 0.0188, 0.0035, 0.0003, phase
0.9499, 0.0188, 0.0244, 0.0211, ground
0.9487, 0.0188, 0.0288, 0.0155, ground
0.9487, 0.0188, 0.0288, 0.0154, ground
0.9452, 0.0188, 0.0451, 0.0011, ground
0.9462, 0.0188, 0.0404, 0.0035, ground
0.9489, 0.0188, 0.0304, 0.0093, ground
0.9489, 0.0188, 0.0303, 0.0094, ground
0.9462, 0.0188, 0.0404, 0.0035, ground
0.9455, 0.0187, 0.0446, 0.0015, ground
0.9454, 0.0187, 0.0452, 0.0006, ground
0.9455, 0.0187, 0.0445, 0.0014, ground
0.9466, 0.0187, 0.0393, 0.0045, ground
0.9467, 0.0187, 0.039, 0.0046, ground
0.9463, 0.0186, 0.0423, 0.0006, ground
0.9465, 0.0186, 0.042, 0.0007, ground
0.9451, 0.0185, 0.0466, 0.0047, ground
0.9451, 0.0185, 0.0467, 0.0046, ground
0.9511, 0.0185, 0.0228, 0.0231, ground
0.9484, 0.0185, 0.032, 0.0134, ground
0.9485, 0.0185, 0.032, 0.0133, ground
0.9477, 0.0184, 0.0384, 0.0035, ground
0.9477, 0.0184, 0.0383, 0.0035, ground
0.9485, 0.0184, 0.0373, 0.0007, ground
0.9487, 0.0183, 0.0369, 0.001, ground
0.9469, 0.0183, 0.0436, 0.0004, ground
0.9469, 0.0182, 0.0436, 0.0004, ground
0.9495, 0.018, 0.0339, 0.0067, ground
0.9495, 0.018, 0.0339, 0.0067, ground
0.9495, 0.018, 0.0339, 0.0067, ground
0.9495, 0.018, 0.0339, 0.0067, ground
0.9666, 0.018, 0.0033, 0.0002, phase
0.9489, 0.018, 0.0382, 0.0008, ground
0.9666, 0.018, 0.0033, 0.0002, phase
0.949, 0.018, 0.0382, 0.0007, ground
0.9515, 0.018, 0.0258, 0.0175, ground
0.948, 0.0178, 0.0407, 0.0054, ground
0.9481, 0.0178, 0.0406, 0.0054, ground
0.9481, 0.0178, 0.0407, 0.0054, ground
0.9481, 0.0178, 0.0407, 0.0053, ground
0.9505, 0.0174, 0.0353, 0.0058, ground
0.9514, 0.0174, 0.0304, 0.013, ground
0.9506, 0.0173, 0.0351, 0.006, ground
0.9501, 0.0173, 0.0397, 0.0002, ground
0.9516, 0.0173, 0.03, 0.0137, ground
0.9502, 0.0173, 0.0391, 0.0007, ground
0.9492, 0.0173, 0.0421, 0.004, ground
0.9492, 0.0173, 0.0421, 0.004, ground
0.9526, 0.0172, 0.0295, 0.0086, ground
0.9526, 0.0172, 0.0295, 0.0087, ground
0.9518, 0.0171, 0.0332, 0.0049, ground
0.9519, 0.0171, 0.0332, 0.0049, ground
0.9534, 0.0171, 0.0266, 0.0119, ground
0.9534, 0.0171, 0.0266, 0.0119, ground
0.9513, 0.017, 0.0376, 0.0011, ground
0.9513, 0.017, 0.0375, 0.0012, ground
0.9513, 0.017, 0.0376, 0.0011, ground
0.9513, 0.017, 0.0375, 0.0012, ground
0.9541, 0.0169, 0.0249, 0.0144, ground
0.9545, 0.0169, 0.0242, 0.0152, ground
0.9508, 0.0168, 0.0407, 0.001, ground
0.9508, 0.0168, 0.0404, 0.0012, ground
0.9499, 0.0168, 0.0443, 0.0042, ground
0.9501, 0.0168, 0.0442, 0.0042, ground
0.9529, 0.0167, 0.0349, 0.0006, ground
0.9529, 0.0167, 0.0347, 0.0008, ground
0.9529, 0.0167, 0.0348, 0.0007, ground
0.953, 0.0166, 0.0348, 0.0008, ground
0.9531, 0.0166, 0.0341, 0.0023, ground
0.9539, 0.0165, 0.0309, 0.0051, ground
0.954, 0.0165, 0.0309, 0.0049, ground
0.9528, 0.0165, 0.036, 0.0022, ground
0.9528, 0.0165, 0.036, 0.0023, ground
0.9541, 0.0164, 0.031, 0.0047, ground
0.9542, 0.0164, 0.0318, 0.0021, ground
0.9521, 0.0164, 0.0385, 0.0026, ground
0.9542, 0.0164, 0.0309, 0.0047, ground
0.9543, 0.0164, 0.0317, 0.0022, ground
0.9543, 0.0164, 0.032, 0.0017, ground
0.9696, 0.0164, 0.002, 0.0021, phase
0.9523, 0.0164, 0.0383, 0.0026, ground
0.9544, 0.0164, 0.032, 0.0017, ground
0.9571, 0.0164, 0.019, 0.0231, ground
0.9542, 0.0163, 0.0326, 0.0029, ground
0.9559, 0.0162, 0.0251, 0.0104, ground
0.9548, 0.0162, 0.0314, 0.0022, ground
0.956, 0.0162, 0.0251, 0.0104, ground
0.956, 0.0162, 0.025, 0.0104, ground
0.956, 0.0162, 0.025, 0.0104, ground
0.9548, 0.0162, 0.0315, 0.0019, ground
0.9548, 0.0162, 0.0314, 0.0021, ground
0.9549, 0.0162, 0.0314, 0.0022, ground
0.954, 0.0162, 0.032, 0.008, ground
0.9544, 0.0162, 0.0333, 0.0016, ground
0.954, 0.0162, 0.032, 0.0081, ground
0.9545, 0.0161, 0.0331, 0.0015, ground
0.9546, 0.0161, 0.0329, 0.0018, ground
0.9547, 0.0161, 0.0329, 0.0019, ground
0.9537, 0.016, 0.0345, 0.0064, ground
0.9538, 0.016, 0.0343, 0.0065, ground
0.9543, 0.0159, 0.0338, 0.0045, ground
0.9548, 0.0158, 0.0346, 0.0002, ground
0.9545, 0.0158, 0.0336, 0.0048, ground
0.9722, 0.0158, 0.0002, 0.0007, nofault
0.9549, 0.0158, 0.0346, 0.0002, ground
